sku,category,cv,volatility_tier,stockout_rate,fill_rate,lost_revenue,max_consecutive_stockout_days,stockout_episodes
7_10,Cat_A,0.28066652127114866,Medium,0.0,1.0,0.0,54,9
7_11,Cat_B,0.2829716812885728,Medium,0.0,1.0,0.0,27,11
7_12,Cat_B,0.28778902606507745,Medium,0.0,1.0,0.0,34,11
7_13,Cat_B,0.27562901164338627,Medium,0.0,1.0,0.0,34,12
7_14,Cat_B,0.28462672986697723,Medium,0.0,1.0,0.0,34,10
7_15,Cat_B,0.276312343951468,Medium,0.0,1.0,0.0,48,9
7_16,Cat_B,0.3448307690979975,Medium,0.0,1.0,0.0,41,14
7_17,Cat_B,0.3195150977906498,Medium,0.0,1.0,0.0,34,11
7_18,Cat_B,0.2755989814427348,Medium,0.0,1.0,0.0,34,11
7_19,Cat_B,0.3141353190705939,Medium,0.0,1.0,0.0,34,7
7_2,Cat_A,0.28687252599971785,Medium,0.0,1.0,0.0,54,9
7_20,Cat_B,0.3011179605743274,Medium,0.0,1.0,0.0,48,10
7_21,Cat_C,0.3049611564703315,Medium,0.0,1.0,0.0,41,8
7_22,Cat_C,0.28293924319079156,Medium,0.0,1.0,0.0,41,9
7_23,Cat_C,0.3369175669630063,Medium,0.0,1.0,0.0,47,8
7_24,Cat_C,0.2805081842984312,Medium,0.0,1.0,0.0,34,9
7_25,Cat_C,0.2792407587246432,Medium,0.0,1.0,0.0,34,10
7_26,Cat_C,0.3028531587724539,Medium,0.0,1.0,0.0,34,9
10_11,Cat_B,0.2738998732835934,Medium,0.0,1.0,0.0,33,7
7_28,Cat_C,0.27926411987549266,Medium,0.0,1.0,0.0,48,9
7_29,Cat_C,0.2786872103879151,Medium,0.0,1.0,0.0,34,11
7_3,Cat_A,0.3221655224479758,Medium,0.0,1.0,0.0,41,7
7_30,Cat_C,0.3106740736810975,Medium,0.0,1.0,0.0,41,11
7_31,Cat_D,0.29502669829431527,Medium,0.0,1.0,0.0,40,8
7_32,Cat_D,0.30452382973746944,Medium,0.0,1.0,0.0,34,11
7_33,Cat_D,0.2864192537209181,Medium,0.0,1.0,0.0,34,12
7_34,Cat_D,0.34303300860425523,Medium,0.0,1.0,0.0,48,11
7_35,Cat_D,0.2870305521906136,Medium,0.0,1.0,0.0,41,11
7_36,Cat_D,0.28298177857127993,Medium,0.0,1.0,0.0,40,8
7_37,Cat_D,0.33083610755465237,Medium,0.0,1.0,0.0,54,10
7_38,Cat_D,0.2726802017608794,Medium,0.0,1.0,0.0,48,9
7_39,Cat_D,0.3018405141311971,Medium,0.0,1.0,0.0,55,9
9_27,Cat_C,0.32241395472947637,Medium,0.0,1.0,0.0,48,9
7_40,Cat_D,0.33363926812620026,Medium,0.0,1.0,0.0,41,8
9_28,Cat_C,0.26996524478001954,Medium,0.0,1.0,0.0,41,10
7_42,Cat_E,0.3139025827734971,Medium,0.0,1.0,0.0,34,6
7_43,Cat_E,0.29814870152178935,Medium,0.0,1.0,0.0,34,10
7_44,Cat_E,0.336467243077735,Medium,0.0,1.0,0.0,34,11
7_45,Cat_E,0.28393300738135285,Medium,0.0,1.0,0.0,41,8
7_46,Cat_E,0.29641592977517267,Medium,0.0,1.0,0.0,41,8
7_47,Cat_E,0.35093619216656485,Medium,0.0,1.0,0.0,54,9
7_48,Cat_E,0.298954714577551,Medium,0.0,1.0,0.0,27,9
7_49,Cat_E,0.33455861194293574,Medium,0.0,1.0,0.0,48,10
7_5,Cat_A,0.3715515973335919,Medium,0.0,1.0,0.0,40,10
7_50,Cat_E,0.2910067302235885,Medium,0.0,1.0,0.0,48,9
7_6,Cat_A,0.2941544784060316,Medium,0.0,1.0,0.0,47,8
7_7,Cat_A,0.2892900685654515,Medium,0.0,1.0,0.0,27,9
7_8,Cat_A,0.27473718949347087,Medium,0.0,1.0,0.0,41,10
7_9,Cat_A,0.2934260389150184,Medium,0.0,1.0,0.0,47,8
8_1,Cat_A,0.3215410659226976,Medium,0.0,1.0,0.0,34,9
8_10,Cat_A,0.26613234553487697,Medium,0.0,1.0,0.0,48,8
8_11,Cat_B,0.2677636950843864,Medium,0.0,1.0,0.0,33,9
8_12,Cat_B,0.2668721536685163,Medium,0.0,1.0,0.0,55,10
8_13,Cat_B,0.262543396361106,Medium,0.0,1.0,0.0,47,8
8_14,Cat_B,0.27217474137276204,Medium,0.0,1.0,0.0,34,9
8_15,Cat_B,0.26160165617553766,Medium,0.0,1.0,0.0,48,8
8_16,Cat_B,0.30661514668920165,Medium,0.0,1.0,0.0,41,9
8_17,Cat_B,0.28367667318920853,Medium,0.0,1.0,0.0,41,12
8_18,Cat_B,0.2649044525460032,Medium,0.0,1.0,0.0,48,10
8_19,Cat_B,0.28328380557516786,Medium,0.0,1.0,0.0,33,9
8_2,Cat_A,0.27243047444687996,Medium,0.0,1.0,0.0,34,11
8_20,Cat_B,0.27409691182898044,Medium,0.0,1.0,0.0,34,11
8_21,Cat_C,0.2811613725447517,Medium,0.0,1.0,0.0,27,10
8_22,Cat_C,0.2665176204565903,Medium,0.0,1.0,0.0,41,10
8_23,Cat_C,0.2951958523034838,Medium,0.0,1.0,0.0,48,10
8_24,Cat_C,0.27191391652626684,Medium,0.0,1.0,0.0,41,9
8_25,Cat_C,0.26416670123384195,Medium,0.0,1.0,0.0,40,10
8_26,Cat_C,0.28095027751503676,Medium,0.0,1.0,0.0,41,8
8_27,Cat_C,0.3082126646955175,Medium,0.0,1.0,0.0,83,8
8_28,Cat_C,0.2632234336683755,Medium,0.0,1.0,0.0,48,8
8_29,Cat_C,0.27332801630146464,Medium,0.0,1.0,0.0,41,9
8_3,Cat_A,0.28374957514462273,Medium,0.0,1.0,0.0,41,9
8_30,Cat_C,0.2873089326237201,Medium,0.0,1.0,0.0,55,10
8_31,Cat_D,0.2718325022748691,Medium,0.0,1.0,0.0,40,10
8_32,Cat_D,0.28194830493288037,Medium,0.0,1.0,0.0,54,9
8_33,Cat_D,0.2710191500448974,Medium,0.0,1.0,0.0,48,9
8_34,Cat_D,0.30088748449296776,Medium,0.0,1.0,0.0,27,11
8_35,Cat_D,0.26950269276714145,Medium,0.0,1.0,0.0,40,9
8_36,Cat_D,0.26543141114101404,Medium,0.0,1.0,0.0,27,9
8_37,Cat_D,0.30327958482362527,Medium,0.0,1.0,0.0,34,9
8_38,Cat_D,0.26632609693856446,Medium,0.0,1.0,0.0,33,8
8_39,Cat_D,0.28110757072018194,Medium,0.0,1.0,0.0,34,8
9_29,Cat_C,0.2774503948983015,Medium,0.0,1.0,0.0,27,9
8_40,Cat_D,0.2927034800065536,Medium,0.0,1.0,0.0,41,9
8_41,Cat_E,0.3119348175069786,Medium,0.0,1.0,0.0,27,10
8_42,Cat_E,0.28580327901179403,Medium,0.0,1.0,0.0,40,9
8_43,Cat_E,0.2740696221094789,Medium,0.0,1.0,0.0,47,9
8_44,Cat_E,0.2898344075929111,Medium,0.0,1.0,0.0,41,9
8_45,Cat_E,0.2667281622819573,Medium,0.0,1.0,0.0,55,10
8_46,Cat_E,0.27193224727185805,Medium,0.0,1.0,0.0,34,9
8_47,Cat_E,0.3071791780431007,Medium,0.0,1.0,0.0,47,9
8_48,Cat_E,0.27949450213751725,Medium,0.0,1.0,0.0,34,10
8_49,Cat_E,0.2990497981063143,Medium,0.0,1.0,0.0,41,10
8_5,Cat_A,0.32088031820488194,Medium,0.0,1.0,0.0,27,7
8_50,Cat_E,0.26887244165672475,Medium,0.0,1.0,0.0,48,10
8_6,Cat_A,0.27438647077638045,Medium,0.0,1.0,0.0,41,10
8_7,Cat_A,0.2694771653839804,Medium,0.0,1.0,0.0,40,6
8_8,Cat_A,0.2690504119659774,Medium,0.0,1.0,0.0,41,7
8_9,Cat_A,0.2774390019788501,Medium,0.0,1.0,0.0,34,10
9_1,Cat_A,0.3295790098777817,Medium,0.0,1.0,0.0,69,8
9_10,Cat_A,0.27154143270051684,Medium,0.0,1.0,0.0,41,8
9_11,Cat_B,0.2683174362494287,Medium,0.0,1.0,0.0,27,10
9_12,Cat_B,0.27315191099687613,Medium,0.0,1.0,0.0,48,9
9_13,Cat_B,0.2669558159510393,Medium,0.0,1.0,0.0,48,9
9_14,Cat_B,0.2780313410476605,Medium,0.0,1.0,0.0,47,9
9_15,Cat_B,0.26423972900736004,Medium,0.0,1.0,0.0,47,9
9_16,Cat_B,0.31318096281230656,Medium,0.0,1.0,0.0,41,11
9_17,Cat_B,0.30260341434260685,Medium,0.0,1.0,0.0,55,11
9_18,Cat_B,0.2717489724381245,Medium,0.0,1.0,0.0,47,9
9_19,Cat_B,0.28640253779165603,Medium,0.0,1.0,0.0,48,8
9_2,Cat_A,0.2736289695355417,Medium,0.0,1.0,0.0,34,9
9_20,Cat_B,0.2819477836206574,Medium,0.0,1.0,0.0,34,10
9_21,Cat_C,0.2881190530149525,Medium,0.0,1.0,0.0,48,10
9_22,Cat_C,0.26871076994507676,Medium,0.0,1.0,0.0,47,8
9_23,Cat_C,0.30483758400507904,Medium,0.0,1.0,0.0,41,8
9_24,Cat_C,0.26954406714004914,Medium,0.0,1.0,0.0,41,10
9_25,Cat_C,0.27130838090553056,Medium,0.0,1.0,0.0,41,9
10_13,Cat_B,0.2644628883609713,Medium,0.0,1.0,0.0,47,8
9_41,Cat_E,0.32369874684005423,Medium,0.0,1.0,0.0,47,12
9_42,Cat_E,0.29556607662744905,Medium,0.0,1.0,0.0,47,11
9_43,Cat_E,0.2833059952187509,Medium,0.0,1.0,0.0,40,11
9_44,Cat_E,0.3012839429931054,Medium,0.0,1.0,0.0,62,8
9_45,Cat_E,0.2732633404091776,Medium,0.0,1.0,0.0,34,11
9_46,Cat_E,0.276653737963886,Medium,0.0,1.0,0.0,41,10
9_47,Cat_E,0.32357875305358924,Medium,0.0,1.0,0.0,40,8
9_48,Cat_E,0.28171662200425823,Medium,0.0,1.0,0.0,41,9
9_49,Cat_E,0.30978014706289014,Medium,0.0,1.0,0.0,48,9
9_5,Cat_A,0.33587872800543894,Medium,0.0,1.0,0.0,34,11
9_50,Cat_E,0.2728444713183985,Medium,0.0,1.0,0.0,48,10
9_6,Cat_A,0.28030522558358256,Medium,0.0,1.0,0.0,34,11
9_7,Cat_A,0.27596994270530123,Medium,0.0,1.0,0.0,34,10
9_8,Cat_A,0.2729168167700085,Medium,0.0,1.0,0.0,41,9
10_10,Cat_A,0.2681053517540852,Medium,0.0,1.0,0.0,48,10
10_1,Cat_A,0.32105363425878014,Medium,0.0,1.0,0.0,55,10
10_14,Cat_B,0.27510245531254485,Medium,0.0,1.0,0.0,34,10
10_15,Cat_B,0.2625895175380047,Medium,0.0,1.0,0.0,41,9
10_16,Cat_B,0.3083183916547875,Medium,0.0,1.0,0.0,48,10
10_17,Cat_B,0.29682127360014593,Medium,0.0,1.0,0.0,40,9
10_18,Cat_B,0.2627561626211265,Medium,0.0,1.0,0.0,48,9
10_19,Cat_B,0.2848291092641727,Medium,0.0,1.0,0.0,55,9
10_2,Cat_A,0.269507589193564,Medium,0.0,1.0,0.0,47,9
10_20,Cat_B,0.28002865849530933,Medium,0.0,1.0,0.0,47,10
10_21,Cat_C,0.2920441674575247,Medium,0.0,1.0,0.0,41,9
10_22,Cat_C,0.266384330319095,Medium,0.0,1.0,0.0,41,10
10_23,Cat_C,0.3014405048673535,Medium,0.0,1.0,0.0,34,11
10_24,Cat_C,0.27366667282846835,Medium,0.0,1.0,0.0,41,8
10_25,Cat_C,0.26664982812022925,Medium,0.0,1.0,0.0,48,10
9_3,Cat_A,0.2976459070451768,Medium,0.0,1.0,0.0,41,9
10_12,Cat_B,0.2758628643482702,Medium,0.0,1.0,0.0,34,9
